,strain,region,clade_membership,num_date,season,A/Texas/50/2012,A/Perth/16/2009,A/HongKong/4801/2014,A/Wisconsin/67/2005,A/Switzerland/9715293/2013,A/Victoria/361/2011,A/Brisbane/10/2007,A/Alaska/232/2015
7008,A/Taiwan/1443/2017,china,A2,2017.83504449,2017-2018,11.0,15.0,7.0,21.0,12.0,9.0,16.0,5.0
7011,A/ChiangRai/2537/2017,southeast_asia,A2,2017.91718001,2017-2018,12.0,17.0,8.0,23.0,12.0,10.0,18.0,6.0
7012,A/Mahasarakham/123/2017,southeast_asia,A2,2017.52566735,2017-2018,12.0,17.0,8.0,23.0,12.0,10.0,18.0,6.0
7014,A/Tochigi/17151/2017,japan_korea,A2,2017.73374401,2017-2018,13.0,18.0,9.0,24.0,13.0,11.0,19.0,5.0
7015,A/Cardiff/7495/2017,europe,A2,2017.52019165,2017-2018,12.0,17.0,8.0,23.0,12.0,10.0,18.0,6.0
7016,A/Chanthaburi/97/2017,southeast_asia,A2,2017.48733744,2017-2018,12.0,17.0,8.0,23.0,12.0,10.0,18.0,6.0
7019,A/Wisconsin/93/2016,north_america,A2,2016.90349076,2016-2017,12.0,15.0,6.0,21.0,11.0,8.0,16.0,4.0
7021,A/Texas/204/2016,north_america,A2,2016.96646133,2016-2017,13.0,16.0,7.0,22.0,12.0,9.0,17.0,4.0
7022,A/Wisconsin/96/2016,north_america,A2,2016.95003422,2016-2017,12.0,15.0,6.0,21.0,11.0,8.0,16.0,4.0
7026,A/Pennsylvania/144/2016,north_america,A2,2016.99110198,2016-2017,13.0,16.0,7.0,22.0,12.0,9.0,17.0,5.0
7027,A/NewYork/109/2016,north_america,A2,2016.91444216,2016-2017,12.0,15.0,6.0,21.0,11.0,8.0,16.0,4.0
7029,A/NorthCarolina/4/2017,north_america,A2,2017.06844627,2017-2018,12.0,15.0,6.0,21.0,11.0,8.0,16.0,4.0
7032,A/Stockholm/31/2017,europe,A2,2017.55578371,2017-2018,13.0,16.0,7.0,22.0,12.0,9.0,17.0,5.0
7034,A/Gothenburg/2/2017,europe,A2,2017.74469541,2017-2018,12.0,15.0,6.0,21.0,11.0,8.0,16.0,4.0
7035,A/Gothenburg/4/2017,europe,A2,2017.75290897,2017-2018,12.0,15.0,6.0,21.0,11.0,8.0,16.0,4.0
7037,A/Lyon/2126/2017,europe,A2,2017.8678987,2017-2018,13.0,16.0,7.0,22.0,12.0,9.0,17.0,5.0
7039,A/Norway/3396/2017,europe,A2,2017.83504449,2017-2018,12.0,15.0,6.0,21.0,11.0,8.0,16.0,4.0
7040,A/Norway/3395/2017,europe,A2,2017.82956879,2017-2018,12.0,15.0,6.0,21.0,11.0,8.0,16.0,4.0
7043,A/Fujian-Licheng/1354/2017,china,A2,2017.33127995,2016-2017,13.0,16.0,5.0,20.0,11.0,9.0,17.0,5.0
7044,A/Jiangsu-Jurong/1541/2017,china,A2,2017.50924025,2017-2018,13.0,16.0,7.0,22.0,12.0,9.0,17.0,5.0
7046,A/Norway/4296/2016,europe,A2,2016.79671458,2016-2017,12.0,15.0,6.0,21.0,11.0,8.0,16.0,4.0
7047,A/Brisbane/321/2016,oceania,A2,2016.96646133,2016-2017,13.0,16.0,5.0,22.0,12.0,9.0,17.0,5.0
7049,A/Norway/452/2017,europe,A2,2017.04654346,2016-2017,12.0,15.0,6.0,21.0,11.0,8.0,16.0,4.0
7050,A/London/66U016964-82_S34_L001/2016,europe,A2,2016.99931554,2016-2017,12.0,15.0,6.0,21.0,11.0,8.0,16.0,4.0
7052,A/Norway/4293/2016,europe,A2,2016.80766598,2016-2017,12.0,15.0,6.0,21.0,11.0,8.0,16.0,4.0
7054,A/Norway/4465/2016,europe,A2,2016.85147159,2016-2017,12.0,15.0,6.0,21.0,11.0,8.0,16.0,4.0
7056,A/Norway/1335-2/2017,europe,A2,2017.1615332,2016-2017,12.0,15.0,6.0,21.0,11.0,8.0,16.0,4.0
7058,A/England/72720745/2017,europe,A2,2017.46817248,2017-2018,13.0,14.0,7.0,20.0,12.0,9.0,15.0,5.0
7059,A/Norway/417/2017,europe,A2,2017.04928131,2017-2018,12.0,15.0,6.0,21.0,11.0,8.0,16.0,4.0
7061,A/Kanagawa/IC1610/2017,japan_korea,A2,2017.02464066,2016-2017,15.0,18.0,8.0,22.0,12.0,11.0,19.0,7.0
7064,A/Alaska/19/2017,north_america,A2,2017.34223135,2016-2017,14.0,15.0,8.0,23.0,13.0,10.0,18.0,6.0
7065,A/Sweden/54/2017,europe,A2,2017.1670089,2016-2017,13.0,14.0,7.0,22.0,12.0,9.0,17.0,5.0
7067,A/NewHampshire/18/2017,north_america,A2,2017.26009582,2016-2017,12.0,15.0,6.0,21.0,11.0,8.0,16.0,4.0
7069,A/Wisconsin/306/2017,north_america,A2,2017.24914442,2016-2017,12.0,15.0,6.0,21.0,11.0,8.0,16.0,4.0
7071,A/NorthCarolina/46/2017,north_america,A2,2017.90075291,2017-2018,12.0,15.0,6.0,21.0,11.0,8.0,16.0,4.0
7075,A/ElSalvador/519/2017,north_america,A2,2017.42436687,2016-2017,12.0,15.0,6.0,21.0,11.0,8.0,16.0,4.0
7077,A/CostaRica/6556/2017,north_america,A2,2017.86516085,2017-2018,13.0,16.0,7.0,22.0,12.0,9.0,17.0,5.0
7078,A/PuertoRico/25/2017,north_america,A2,2017.48733744,2017-2018,12.0,15.0,6.0,21.0,11.0,8.0,16.0,4.0
7082,A/Massachusetts/11/2018,north_america,A2,2018.08761123,2017-2018,12.0,15.0,6.0,21.0,11.0,8.0,16.0,4.0
7083,A/Louisiana/61/2017,north_america,A2,2017.85147159,2017-2018,12.0,15.0,6.0,21.0,11.0,8.0,16.0,4.0
7085,A/Michigan/292/2017,north_america,A2,2017.73100616,2017-2018,12.0,15.0,6.0,21.0,11.0,8.0,16.0,4.0
7086,A/Wisconsin/45/2018,north_america,A2,2018.03559206,2017-2018,12.0,15.0,6.0,21.0,11.0,8.0,16.0,4.0
7088,A/California/63/2017,north_america,A2,2017.56399726,2017-2018,13.0,16.0,7.0,22.0,12.0,9.0,17.0,5.0
7090,A/Moscow/RII-782S/2018,west_asia,A2,2018.06023272,2018-2019,12.0,15.0,6.0,21.0,11.0,8.0,16.0,4.0
7092,A/Montana/9/2018,north_america,A2,2018.09308693,2017-2018,13.0,16.0,8.0,21.0,12.0,9.0,17.0,6.0
7093,A/Denmark/10/2018,europe,A2,2018.01916496,2017-2018,13.0,16.0,8.0,22.0,12.0,9.0,17.0,6.0
7095,A/Netherlands/10077/2018,europe,A2,2018.06023272,2018-2019,12.0,15.0,7.0,21.0,11.0,8.0,16.0,5.0
7097,A/England/80780396/2018,oceania,A2,2018.11498973,2017-2018,12.0,15.0,7.0,21.0,11.0,8.0,16.0,5.0
7098,A/Samara/RII-846S/2018,west_asia,A2,2018.07665982,2018-2019,12.0,15.0,7.0,21.0,11.0,8.0,16.0,5.0
7100,A/Argentina/2108/2017,south_america,A2,2017.50924025,2017-2018,12.0,15.0,6.0,21.0,11.0,8.0,16.0,4.0
7101,A/Uruguay/170/2017,south_america,A2,2017.41067762,2017-2018,12.0,15.0,6.0,21.0,11.0,8.0,16.0,4.0
7102,A/Netherlands/3512/2017,europe,A2,2017.72005476,2017-2018,12.0,15.0,6.0,21.0,11.0,8.0,16.0,4.0
7103,A/Uruguay/412/2017,south_america,A2,2017.47091034,2017-2018,12.0,15.0,6.0,21.0,11.0,8.0,16.0,4.0
7105,A/Florida/68/2017,north_america,A2,2017.72826831,2017-2018,12.0,15.0,6.0,21.0,11.0,8.0,16.0,4.0
7106,A/California/72/2017,north_america,A2,2017.64065708,2017-2018,12.0,15.0,6.0,21.0,11.0,8.0,16.0,4.0
7108,A/Uppsala/1/2017,europe,A2,2017.65434634,2017-2018,13.0,16.0,7.0,22.0,12.0,9.0,17.0,5.0
7109,A/Illinois/41/2017,north_america,A2,2017.92265572,2017-2018,11.0,15.0,7.0,21.0,12.0,9.0,16.0,5.0
7110,A/Perth/336/2017,oceania,A2,2017.84325804,2017-2018,12.0,15.0,6.0,21.0,11.0,8.0,16.0,4.0
7112,A/Netherlands/10160/2018,europe,A2,2018.08487337,2017-2018,13.0,16.0,5.0,22.0,12.0,9.0,17.0,5.0
7114,A/Hawaii/45/2017,north_america,A2,2017.63791923,2017-2018,13.0,16.0,5.0,22.0,12.0,9.0,17.0,5.0
7116,A/California/148/2017,north_america,A2,2017.93908282,2017-2018,13.0,16.0,5.0,22.0,12.0,9.0,17.0,5.0
7117,A/Illinois/34/2017,north_america,A2,2017.83778234,2017-2018,13.0,16.0,5.0,22.0,12.0,9.0,17.0,5.0
7119,A/Ecuador/103/2018,south_america,A2,2018.02190281,2017-2018,12.0,15.0,6.0,21.0,11.0,8.0,16.0,4.0
7121,A/Finland/791/2017,europe,A2,2017.7118412,2017-2018,14.0,17.0,8.0,23.0,13.0,10.0,18.0,6.0
7122,A/Netherlands/10018/2018,europe,A2,2018.02190281,2017-2018,14.0,17.0,8.0,23.0,13.0,10.0,18.0,6.0
7124,A/Bretagne/1566/2017,europe,A2,2017.90349076,2017-2018,12.0,17.0,8.0,23.0,12.0,10.0,18.0,6.0
7125,A/Poitiers/2028/2017,europe,A2,2017.79945243,2017-2018,12.0,17.0,8.0,23.0,12.0,10.0,18.0,6.0
7126,A/PaysDeLoire/1537/2017,europe,A2,2017.8843258,2017-2018,12.0,17.0,8.0,23.0,12.0,10.0,18.0,6.0
7128,A/Netherlands/3521/2017,europe,A2,2017.83778234,2017-2018,13.0,16.0,7.0,22.0,12.0,9.0,17.0,5.0
7130,A/Florida/22/2018,north_america,A2,2018.11498973,2017-2018,13.0,16.0,7.0,22.0,12.0,9.0,17.0,5.0
7131,A/AstanaZVL/327/2018,west_asia,A2,2018.13963039,2018-2019,13.0,16.0,7.0,22.0,12.0,9.0,17.0,5.0
7133,A/Brazil/8711/2017,south_america,A2,2017.73374401,2017-2018,12.0,15.0,6.0,21.0,11.0,8.0,16.0,4.0
7134,A/LaRioja/271/2017,europe,A2,2017.50102669,2016-2017,12.0,15.0,6.0,21.0,11.0,8.0,16.0,4.0
7135,A/Florida/57/2017,north_america,A2,2017.59411362,2017-2018,12.0,15.0,6.0,21.0,11.0,8.0,16.0,4.0
7139,A/Alaska/50/2017,north_america,A2,2017.59411362,2017-2018,12.0,15.0,6.0,21.0,11.0,8.0,16.0,4.0
7140,A/Alaska/25/2017,north_america,A2,2017.55030801,2017-2018,12.0,15.0,6.0,21.0,11.0,8.0,16.0,4.0
7142,A/Montana/16/2017,north_america,A2,2017.6844627,2017-2018,12.0,15.0,6.0,21.0,11.0,8.0,16.0,4.0
7144,A/Texas/80/2018,north_america,A2,2018.09582478,2017-2018,12.0,15.0,6.0,21.0,11.0,8.0,16.0,4.0
7145,A/Hawaii/55/2017,north_america,A2,2017.80492813,2017-2018,12.0,15.0,6.0,21.0,11.0,8.0,16.0,4.0
7147,A/Montana/45/2017,north_america,A2,2017.97741273,2017-2018,12.0,15.0,6.0,21.0,11.0,8.0,16.0,4.0
7149,A/Utah/9/2018,north_america,A2,2018.01368925,2017-2018,13.0,16.0,7.0,22.0,12.0,9.0,17.0,5.0
7150,A/Arizona/1/2018,north_america,A2,2018.0109514,2017-2018,12.0,15.0,6.0,21.0,11.0,8.0,16.0,4.0
7151,A/Tennessee/11/2018,north_america,A2,2018.11225188,2017-2018,12.0,15.0,6.0,21.0,11.0,8.0,16.0,4.0
7152,A/Montana/43/2017,north_america,A2,2017.95003422,2017-2018,12.0,15.0,6.0,21.0,11.0,8.0,16.0,4.0
7155,A/Wisconsin/346/2017,north_america,A2,2017.94455852,2017-2018,12.0,15.0,6.0,21.0,11.0,8.0,16.0,4.0
7156,A/StPetersburg/RII-334S/2017,west_asia,A2,2017.98562628,2017-2018,11.0,14.0,7.0,20.0,10.0,7.0,15.0,5.0
7158,A/England/72480621/2017,europe,A2,2017.41341547,2016-2017,12.0,15.0,6.0,21.0,11.0,8.0,16.0,4.0
7161,A/NorthDakota/20/2017,north_america,A2,2017.59411362,2017-2018,12.0,15.0,6.0,21.0,11.0,8.0,16.0,4.0
7162,A/Cardiff/4045/2017,europe,A2,2017.62149213,2017-2018,12.0,15.0,6.0,21.0,11.0,8.0,16.0,4.0
7166,A/Swansea/5352/2017,europe,A2,2017.57768652,2017-2018,12.0,15.0,6.0,21.0,11.0,8.0,16.0,4.0
7167,A/Paris/1362/2017,europe,A2,2017.69815195,2017-2018,12.0,15.0,6.0,21.0,11.0,8.0,16.0,4.0
7170,A/Brazil/1445/2017,south_america,A2,2017.65708419,2017-2018,12.0,15.0,6.0,21.0,11.0,8.0,16.0,4.0
7171,A/Colombia/6446/2017,south_america,A2,2017.862423,2017-2018,12.0,15.0,6.0,21.0,11.0,8.0,16.0,4.0
7174,A/Netherlands/10174/2018,europe,A2,2018.09582478,2017-2018,12.0,15.0,6.0,21.0,11.0,8.0,16.0,4.0
7175,A/Denmark/106/2017,europe,A2,2017.97467488,2017-2018,13.0,15.0,7.0,21.0,12.0,9.0,16.0,5.0
7177,A/SouthDakota/6/2018,north_america,A2,2018.07118412,2018-2019,12.0,15.0,6.0,21.0,11.0,8.0,16.0,4.0
7180,A/Netherlands/10214/2018,europe,A2,2018.10677618,2017-2018,12.0,15.0,6.0,21.0,11.0,8.0,16.0,4.0
7181,A/England/80900491/2018,europe,A2,2018.07665982,2018-2019,12.0,15.0,6.0,21.0,11.0,8.0,16.0,4.0
7184,A/Oklahoma/13/2018,north_america,A2,2018.13141684,2018-2019,12.0,15.0,6.0,21.0,11.0,8.0,16.0,4.0
7185,A/Netherlands/10391/2018,europe,A2,2018.1615332,2017-2018,12.0,15.0,6.0,21.0,11.0,8.0,16.0,4.0
7187,A/StPetersburg/RII-331/2017,west_asia,A2,2017.87611225,2017-2018,12.0,15.0,6.0,21.0,11.0,8.0,16.0,4.0
7189,A/Denmark/92/2017,europe,A2,2017.95277207,2017-2018,13.0,16.0,6.0,21.0,11.0,9.0,17.0,5.0
7190,A/Denmark/90/2017,europe,A2,2017.95003422,2017-2018,13.0,16.0,6.0,21.0,11.0,9.0,17.0,5.0
7192,A/Louisiana/51/2017,north_america,A2,2017.5174538,2017-2018,12.0,15.0,6.0,21.0,11.0,8.0,16.0,4.0
7194,A/Netherlands/10013/2018,europe,A2,2018.01916496,2017-2018,12.0,15.0,6.0,21.0,11.0,8.0,16.0,4.0
7195,A/California/139/2017,north_america,A2,2017.91991786,2017-2018,12.0,15.0,6.0,21.0,11.0,8.0,16.0,4.0
7196,A/Idaho/29/2017,north_america,A2,2017.678987,2017-2018,12.0,15.0,6.0,21.0,11.0,8.0,16.0,4.0
7197,A/Ohio/48/2017,north_america,A2,2017.85147159,2017-2018,14.0,17.0,8.0,23.0,13.0,10.0,18.0,6.0
7198,A/Guyane/17/2018,south_america,A2,2018.0054757,2017-2018,12.0,15.0,6.0,21.0,11.0,8.0,16.0,4.0
7199,A/Florida/87/2017,north_america,A2,2017.81314168,2017-2018,12.0,16.0,7.0,22.0,11.0,9.0,17.0,5.0
7200,A/Maryland/40/2017,north_america,A2,2017.62422998,2017-2018,12.0,15.0,6.0,21.0,11.0,8.0,16.0,4.0
7201,A/Arkansas/34/2017,north_america,A2,2017.84599589,2017-2018,13.0,16.0,7.0,22.0,12.0,9.0,17.0,5.0
7202,A/Stockholm/45/2017,europe,A2,2017.84599589,2017-2018,13.0,16.0,7.0,22.0,12.0,9.0,17.0,5.0
7204,A/Utah/34/2017,north_america,A2,2017.84052019,2017-2018,12.0,15.0,6.0,21.0,11.0,8.0,16.0,4.0
7205,A/Kentucky/32/2017,north_america,A2,2017.93360712,2017-2018,12.0,15.0,6.0,21.0,11.0,8.0,16.0,4.0
7207,A/Nebraska/12/2017,north_america,A2,2017.75290897,2017-2018,12.0,15.0,6.0,21.0,11.0,8.0,16.0,4.0
7209,A/Nebraska/13/2017,north_america,A2,2017.77481177,2017-2018,12.0,15.0,6.0,21.0,11.0,8.0,16.0,4.0
7210,A/Cardiff/7109/2018,europe,A2,2018.0,2017-2018,12.0,15.0,6.0,21.0,11.0,8.0,16.0,4.0
7213,A/Arkansas/38/2017,north_america,A2,2017.87063655,2017-2018,12.0,15.0,6.0,21.0,11.0,8.0,16.0,4.0
7214,A/Wyoming/9/2018,north_america,A2,2018.08761123,2017-2018,13.0,16.0,7.0,22.0,12.0,9.0,17.0,5.0
7217,A/NorthCarolina/31/2017,north_america,A2,2017.65434634,2017-2018,12.0,15.0,6.0,21.0,11.0,8.0,16.0,4.0
7218,A/Denmark/68/2017,europe,A2,2017.81587953,2017-2018,12.0,15.0,6.0,21.0,11.0,8.0,16.0,4.0
7220,A/Denmark/93/2017,europe,A2,2017.95550992,2017-2018,12.0,15.0,6.0,21.0,11.0,8.0,16.0,4.0
7222,A/NorthCarolina/39/2017,north_america,A2,2017.82135524,2017-2018,13.0,16.0,7.0,22.0,12.0,9.0,17.0,5.0
7226,A/Netherlands/10193/2018,europe,A2,2018.09856263,2017-2018,12.0,15.0,6.0,21.0,11.0,8.0,16.0,4.0
7228,A/WestVirginia/1/2018,north_america,A2,2018.02464066,2017-2018,12.0,15.0,6.0,21.0,11.0,8.0,16.0,4.0
7229,A/Vermont/2/2018,north_america,A2,2018.02464066,2017-2018,12.0,15.0,6.0,21.0,11.0,8.0,16.0,4.0
7232,A/California/94/2017,north_america,A2,2017.76933607,2017-2018,12.0,15.0,6.0,21.0,11.0,8.0,16.0,4.0
7233,A/SouthCarolina/17/2017,north_america,A2,2017.79397673,2017-2018,12.0,15.0,6.0,21.0,11.0,8.0,16.0,4.0
7235,A/Alberta/RV2373/2017,north_america,A2,2017.74743326,2017-2018,12.0,15.0,6.0,21.0,11.0,8.0,16.0,4.0
7236,A/England/80480665/2018,oceania,A2,2018.04654346,2017-2018,12.0,15.0,6.0,21.0,11.0,8.0,16.0,4.0
7238,A/Georgia/15/2017,north_america,A2,2017.7063655,2017-2018,12.0,15.0,6.0,21.0,11.0,8.0,16.0,4.0
7241,A/Idaho/36/2017,north_america,A2,2017.84325804,2017-2018,12.0,15.0,6.0,21.0,11.0,8.0,16.0,4.0
7242,A/Norway/3353/2017,europe,A2,2017.80766598,2017-2018,12.0,15.0,6.0,21.0,11.0,8.0,16.0,4.0
7244,A/Missouri/49/2017,north_america,A2,2017.95277207,2017-2018,12.0,15.0,6.0,21.0,11.0,8.0,16.0,4.0
7247,A/Eskilstuna/4/2017,europe,A2,2017.87611225,2017-2018,12.0,15.0,6.0,21.0,11.0,8.0,16.0,4.0
7248,A/England/74680310/2017,europe,A2,2017.8678987,2017-2018,12.0,15.0,6.0,21.0,11.0,8.0,16.0,4.0
7251,A/Texas/326/2017,north_america,A2,2017.96919918,2017-2018,12.0,15.0,6.0,21.0,11.0,8.0,16.0,4.0
7252,A/Netherlands/10419/2018,europe,A2,2018.1724846,2017-2018,12.0,15.0,6.0,21.0,11.0,8.0,16.0,4.0
7254,A/Quebec/RV2243/2018,north_america,A2,2018.1615332,2017-2018,12.0,15.0,6.0,21.0,11.0,8.0,16.0,4.0
7256,A/Netherlands/10159/2018,europe,A2,2018.08761123,2017-2018,12.0,15.0,6.0,21.0,11.0,8.0,16.0,4.0
7257,A/SouthDakota/43/2017,north_america,A2,2017.93360712,2017-2018,12.0,15.0,6.0,21.0,11.0,8.0,16.0,4.0
7259,A/Netherlands/10484/2018,europe,A2,2018.19712526,2018-2019,14.0,17.0,6.0,22.0,13.0,10.0,17.0,6.0
7260,A/Netherlands/10279/2018,europe,A2,2018.12594114,2018-2019,13.0,16.0,7.0,22.0,12.0,9.0,17.0,5.0
7261,A/Idaho/34/2017,north_america,A2,2017.79671458,2017-2018,12.0,15.0,6.0,21.0,11.0,8.0,16.0,4.0
7262,A/Missouri/43/2017,north_america,A2,2017.89801506,2017-2018,13.0,16.0,7.0,22.0,12.0,9.0,17.0,5.0
7264,A/Delaware/11/2018,north_america,A2,2018.11498973,2017-2018,12.0,15.0,6.0,21.0,11.0,8.0,16.0,4.0
7267,A/SouthDakota/1/2018,north_america,A2,2018.00273785,2017-2018,12.0,15.0,6.0,21.0,11.0,8.0,16.0,4.0
7268,A/Maryland/9/2018,north_america,A2,2018.05749487,2018-2019,12.0,15.0,6.0,21.0,11.0,8.0,16.0,4.0
7270,A/SouthAustralia/276/2017,oceania,A2,2017.95824778,2017-2018,12.0,15.0,6.0,21.0,11.0,8.0,16.0,4.0
7271,A/Denmark/108/2017,europe,A2,2017.97741273,2017-2018,12.0,15.0,6.0,21.0,11.0,8.0,16.0,4.0
7273,A/Denmark/104/2017,europe,A2,2017.96919918,2017-2018,14.0,15.0,8.0,21.0,13.0,10.0,16.0,6.0
7274,A/Netherlands/10359/2018,europe,A2,2018.14236824,2018-2019,13.0,14.0,7.0,20.0,12.0,9.0,15.0,5.0
7275,A/RhodeIsland/16/2017,north_america,A2,2017.96372348,2017-2018,13.0,14.0,7.0,20.0,12.0,9.0,15.0,5.0
7276,A/Kansas/4/2018,north_america,A2,2018.06297057,2018-2019,14.0,15.0,8.0,21.0,13.0,10.0,16.0,6.0
7277,A/Virginia/1/2018,north_america,A2,2018.04380561,2017-2018,14.0,13.0,8.0,19.0,13.0,10.0,14.0,6.0
7278,A/Denmark/111/2017,europe,A2,2017.97467488,2017-2018,13.0,14.0,7.0,20.0,12.0,9.0,15.0,5.0
7279,A/Mississippi/11/2018,north_america,A2,2018.10403833,2017-2018,13.0,14.0,7.0,20.0,12.0,9.0,15.0,5.0
7280,A/Brisbane/1/2018,oceania,A2,2018.00273785,2017-2018,13.0,14.0,7.0,20.0,12.0,9.0,15.0,5.0
7281,A/Minnesota/46/2017,north_america,A2,2017.93360712,2017-2018,13.0,14.0,7.0,20.0,12.0,9.0,15.0,5.0
7282,A/Denmark/116/2017,europe,A2,2017.98288843,2017-2018,13.0,14.0,7.0,20.0,12.0,9.0,15.0,5.0
7283,A/Alabama/13/2018,north_america,A2,2018.08487337,2017-2018,13.0,14.0,7.0,20.0,12.0,9.0,15.0,5.0
7285,A/Minnesota/15/2018,north_america,A2,2018.09582478,2017-2018,14.0,15.0,8.0,21.0,13.0,10.0,16.0,6.0
7286,A/Kentucky/11/2018,north_america,A2,2018.10677618,2017-2018,14.0,15.0,8.0,21.0,13.0,10.0,16.0,6.0
7288,A/Kanagawa/AC1709/2017,japan_korea,A2,2017.93360712,2017-2018,13.0,14.0,7.0,20.0,12.0,9.0,15.0,5.0
7289,A/Arizona/72/2017,north_america,A2,2017.94182067,2017-2018,13.0,14.0,7.0,20.0,12.0,9.0,15.0,5.0
7291,A/Denmark/15/2018,europe,A2,2018.0054757,2017-2018,14.0,13.0,8.0,21.0,13.0,10.0,16.0,6.0
7293,A/Netherlands/10489/2018,europe,A2,2018.19164956,2017-2018,14.0,13.0,8.0,21.0,13.0,10.0,16.0,6.0
7295,A/Netherlands/10379/2018,europe,A2,2018.14510609,2018-2019,14.0,13.0,8.0,21.0,13.0,10.0,16.0,6.0
7297,A/Swansea/3914/2018,europe,A2,2018.08761123,2017-2018,14.0,13.0,8.0,21.0,13.0,10.0,16.0,6.0
7299,A/Swansea/3923/2018,europe,A2,2018.10677618,2017-2018,14.0,13.0,8.0,21.0,13.0,10.0,16.0,6.0
7301,A/Catalonia/NSVH100790228/2018,europe,A2,2018.1724846,2017-2018,14.0,13.0,8.0,21.0,13.0,10.0,16.0,6.0
7302,A/Netherlands/10461/2018,europe,A2,2018.1779603,2017-2018,14.0,13.0,8.0,21.0,13.0,10.0,16.0,6.0
7305,A/WestVirginia/9/2018,north_america,A2,2018.09856263,2017-2018,13.0,14.0,7.0,20.0,12.0,9.0,15.0,5.0
7307,A/Denmark/78/2017,europe,A2,2017.88980151,2017-2018,13.0,14.0,7.0,20.0,12.0,9.0,15.0,5.0
7308,A/California/136/2017,north_america,A2,2017.88980151,2017-2018,13.0,14.0,7.0,20.0,12.0,9.0,15.0,5.0
7311,A/Alsace/1280/2018,europe,A2,2018.1779603,2017-2018,15.0,14.0,9.0,20.0,14.0,11.0,15.0,7.0
7313,A/Netherlands/10436/2018,europe,A2,2018.17522245,2017-2018,13.0,14.0,7.0,20.0,12.0,9.0,15.0,5.0
7314,A/Netherlands/10393/2018,europe,A2,2018.15605749,2018-2019,13.0,14.0,7.0,20.0,12.0,9.0,15.0,5.0
7316,A/Alaska/94/2017,north_america,A2,2017.90075291,2017-2018,13.0,14.0,7.0,20.0,12.0,9.0,15.0,5.0
7319,A/Denmark/80/2017,europe,A2,2017.91444216,2017-2018,13.0,14.0,7.0,20.0,12.0,9.0,15.0,5.0
7321,A/Virginia/37/2017,north_america,A2,2017.93086927,2017-2018,13.0,14.0,7.0,20.0,12.0,9.0,15.0,5.0
7322,A/Kentucky/29/2017,north_america,A2,2017.92539357,2017-2018,13.0,14.0,7.0,20.0,12.0,9.0,15.0,5.0
7324,A/Netherlands/10358/2018,europe,A2,2018.14510609,2018-2019,13.0,14.0,7.0,20.0,12.0,9.0,15.0,5.0
7326,A/Paris/1191/2018,europe,A2,2018.16427105,2017-2018,13.0,14.0,7.0,20.0,12.0,9.0,15.0,5.0
7328,A/Netherlands/10415/2018,europe,A2,2018.1724846,2017-2018,13.0,14.0,7.0,20.0,12.0,9.0,15.0,5.0
7331,A/Virginia/2/2018,north_america,A2,2018.04380561,2017-2018,13.0,14.0,7.0,20.0,12.0,9.0,15.0,5.0
7333,A/Quebec/RV2239/2018,north_america,A2,2018.1615332,2017-2018,13.0,14.0,7.0,20.0,12.0,9.0,15.0,5.0
7334,A/Texas/78/2018,north_america,A2,2018.08761123,2017-2018,13.0,14.0,7.0,20.0,12.0,9.0,15.0,5.0
7336,A/Denmark/125/2017,europe,A2,2017.97193703,2017-2018,13.0,14.0,7.0,20.0,12.0,9.0,15.0,5.0
7338,A/Denmark/122/2017,europe,A2,2017.99383984,2017-2018,13.0,14.0,7.0,20.0,12.0,9.0,15.0,5.0
7339,A/Denmark/113/2017,europe,A2,2017.98288843,2017-2018,13.0,14.0,7.0,20.0,12.0,9.0,15.0,5.0
7341,A/Washington/74/2015,north_america,A1,2015.72279261,2015-2016,10.0,13.0,4.0,19.0,10.0,6.0,14.0,0.0
7342,A/NewMexico/32/2015,north_america,A1,2015.95550992,2015-2016,11.0,14.0,5.0,20.0,10.0,7.0,15.0,1.0
7344,A/Lyon/2608/2015,europe,A1,2015.95003422,2015-2016,10.0,13.0,4.0,19.0,10.0,6.0,14.0,0.0
7345,A/Brisbane/197/2015,oceania,A1,2015.85420945,2015-2016,10.0,13.0,4.0,19.0,10.0,6.0,14.0,0.0
7347,A/Henan-Jinshui/1366/2015,china,A1,2015.68172485,2015-2016,10.0,13.0,4.0,19.0,10.0,6.0,14.0,0.0
7348,A/Shizuoka/34/2015,japan_korea,A1,2015.84599589,2015-2016,10.0,13.0,4.0,19.0,10.0,6.0,14.0,0.0
7349,A/SriLanka/61/2015,south_asia,A1,2015.90896646,2015-2016,13.0,16.0,5.0,20.0,11.0,9.0,17.0,3.0
7351,A/Nagano-C/21/2016,japan_korea,A1,2016.13689254,2016-2017,10.0,13.0,4.0,19.0,10.0,6.0,14.0,0.0
7353,A/Ancona/4/2016,europe,A1,2016.42162902,2015-2016,11.0,14.0,5.0,20.0,11.0,7.0,15.0,1.0
7354,A/NewBrunswick/RV3098/2016,north_america,A1,2016.72553046,2016-2017,10.0,13.0,4.0,19.0,10.0,6.0,14.0,0.0
7356,A/Hyogo/1041/2015,japan_korea,A1,2015.5174538,2015-2016,11.0,13.0,5.0,19.0,11.0,7.0,14.0,1.0
7359,A/Slovenia/303/2016,europe,A1,2016.05749487,2016-2017,11.0,13.0,5.0,19.0,11.0,7.0,14.0,1.0
